family,n_features,mean_abs_shap,sd_across_folds,min_across_folds,max_across_folds,share_of_total
merra2_aerosol,204,3.905997170248154,,3.905997170248154,3.905997170248154,0.4182684412289032
merra2_meteorology,328,3.110573300683685,,3.110573300683685,3.110573300683685,0.3330915484822411
narr_meteorology,14,0.7675902852009209,,0.7675902852009209,0.7675902852009209,0.08219637088806214
wildfire_smoke,82,0.6834969385128223,,0.6834969385128223,0.6834969385128223,0.0731913482257651
land_use_context,10,0.6251818532385653,,0.6251818532385653,0.6251818532385653,0.06694675593481768
satellite_aod,12,0.15625303708810098,,0.15625303708810098,0.15625303708810098,0.016732145828966347
seasonality,1,0.08940103594748623,,0.08940103594748623,0.08940103594748623,0.009573389411244386
